Year  M  D   H  M  S       alpha              dec
1904  8  8   0  0  0.00     1.9818762382      10.657300115  
1904  8  9   0  0  0.00     1.9820832157      10.649082915  
1904  8 10   0  0  0.00     1.9796861804      10.629003679  
1904  8 11   0  0  0.00     1.9780964772      10.617557165  
1904  8 12   0  0  0.00     1.9800250694      10.628360492  
1904  8 13   0  0  0.00     1.9854824284      10.658033573  
1904  8 14   0  0  0.00     1.9917669861      10.688661917  
1904  8 15   0  0  0.00     1.9954287374      10.700856287  
1904  8 16   0  0  0.00     1.9947401045      10.687616041  
1904  8 17   0  0  0.00     1.9909446291      10.659384272  
1904  8 18   0  0  0.00     1.9874063183      10.636810301  
1904  8 19   0  0  0.00     1.9871874022      10.635853066  
1904  8 20   0  0  0.00     1.9907927043      10.655945829  
1904  8 21   0  0  0.00     1.9957941450      10.680368907  
1904  8 22   0  0  0.00     1.9986027793      10.688483970  
1904  8 23   0  0  0.00     1.9970468705      10.670543514  
1904  8 24   0  0  0.00     1.9919313027      10.634668664  
1904  8 25   0  0  0.00     1.9865022418      10.601290361  
1904  8 26   0  0  0.00     1.9841214328      10.588491115  
1904  8 27   0  0  0.00     1.9857910165      10.598607917  
1904  8 28   0  0  0.00     1.9894101435      10.616438859  
1904  8 29   0  0  0.00     1.9913179101      10.620422694  
1904  8 30   0  0  0.00     1.9889290167      10.598151356  
1904  8 31   0  0  0.00     1.9825857267      10.555229917  
1904  9  1   0  0  0.00     1.9753529685      10.511520383  
1904  9  2   0  0  0.00     1.9708312386      10.486956320  
1904  9  3   0  0  0.00     1.9705099620      10.486811876  
1904  9  4   0  0  0.00     1.9726649907      10.497726123  
1904  9  5   0  0  0.00     1.9736339072      10.497571404  
1904  9  6   0  0  0.00     1.9704590660      10.471414423  
1904  9  7   0  0  0.00     1.9630036021      10.422170145  
1904  9  8   0  0  0.00     1.9540910063      10.368781926  
1904  9  9   0  0  0.00     1.9474981674      10.332748410  
1904  9 10   0  0  0.00     1.9451828206      10.322274921  
1904  9 11   0  0  0.00     1.9458377424      10.326132723  
